Survived,Pclass,Name,Sex,Age,SibSp,Fare,Embarked
0,3,"Lundahl, Mr. Johan Svensson",male,29,0,7.0542,Southampton
1,1,"Stahelin-Maeglin, Dr. Max",male,66,0,30.5,Cherbourg
0,1,"Parr, Mr. William Henry Marsh",male,30,0,0,Southampton
0,3,"Skoog, Miss. Mabel",female,9,3,27.9,Southampton
1,2,"Davis, Miss. Mary",female,28,0,13,Southampton
0,3,"Leinonen, Mr. Antti Gustaf",male,32,0,7.925,Southampton
0,2,"Collyer, Mr. Harvey",male,31,1,26.25,Southampton
0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41,0,39.6875,Southampton
0,3,"Thorneycroft, Mr. Percival",male,16,1,16.1,Southampton
0,3,"Jensen, Mr. Hans Peder",male,20,0,7.8542,Southampton
1,1,"Sagesser, Mlle. Emma",female,24,0,69.3,Cherbourg
0,3,"Skoog, Miss. Margit Elizabeth",female,2,3,27.9,Southampton
1,3,"Foo, Mr. Choong",male,34,0,56.4958,Southampton
1,3,"Baclini, Miss. Eugenie",female,1,2,19.2583,Cherbourg
1,1,"Harper, Mr. Henry Sleeper",male,48,1,76.7292,Cherbourg
0,3,"Cor, Mr. Liudevit",male,19,0,7.8958,Southampton
1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56,0,35.5,Cherbourg
0,3,"Willey, Mr. Edward",male,76,0,7.55,Southampton
1,3,"Stanley, Miss. Amy Zillah Elsie",female,23,0,7.55,Southampton
0,3,"Mitkoff, Mr. Mito",male,77,0,7.8958,Southampton
1,2,"Doling, Miss. Elsie",female,18,0,23,Southampton
0,3,"Kalvik, Mr. Johannes Halvorsen",male,21,0,8.4333,Southampton
1,3,"O'Leary, Miss. Hanora ""Norah""",female,44,0,7.8292,Queenstown
0,3,"Hegarty, Miss. Hanora ""Nora""",female,18,0,6.75,Queenstown
0,2,"Hickman, Mr. Leonard Mark",male,24,2,73.5,Southampton
0,3,"Radeff, Mr. Alexander",male,45,0,7.8958,Southampton
0,3,"Bourke, Mrs. John (Catherine)",female,32,1,15.5,Queenstown
0,2,"Eitemiller, Mr. George Floyd",male,23,0,13,Southampton
0,1,"Newell, Mr. Arthur Webster",male,58,0,113.275,Cherbourg
1,1,"Frauenthal, Dr. Henry William",male,50,2,133.65,Southampton
0,3,"Badt, Mr. Mohamed",male,40,0,7.225,Cherbourg
0,1,"Colley, Mr. Edward Pomeroy",male,47,0,25.5875,Southampton
0,3,"Coleff, Mr. Peju",male,36,0,7.4958,Southampton
1,3,"Lindqvist, Mr. Eino William",male,20,1,7.925,Southampton
0,2,"Hickman, Mr. Lewis",male,32,2,73.5,Southampton
0,2,"Butler, Mr. Reginald Fenton",male,25,0,13,Southampton
0,3,"Rommetvedt, Mr. Knud Paust",male,44,0,7.775,Southampton
0,3,"Cook, Mr. Jacob",male,40,0,8.05,Southampton
1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,38,1,52,Southampton
1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40,1,39,Southampton
0,1,"Davidson, Mr. Thornton",male,31,1,52,Southampton
0,2,"Mitchell, Mr. Henry Michael",male,70,0,10.5,Southampton
1,2,"Wilhelms, Mr. Charles",male,31,0,13,Southampton
0,2,"Watson, Mr. Ennis Hastings",male,32,0,0,Southampton
0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18,0,7.775,Southampton
0,3,"Sawyer, Mr. Frederick Charles",male,24.5,0,8.05,Southampton
1,3,"Turja, Miss. Anna Sofia",female,18,0,9.8417,Southampton
0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43,1,46.9,Southampton
1,1,"Cardeza, Mr. Thomas Drake Martinez",male,36,0,512.3292,Cherbourg
0,3,"Peters, Miss. Katie",female,31,0,8.1375,Queenstown
1,1,"Hassab, Mr. Hammad",male,27,0,76.7292,Cherbourg
0,3,"Olsvigen, Mr. Thor Anderson",male,20,0,9.225,Southampton
0,3,"Goodwin, Mr. Charles Edward",male,14,5,46.9,Southampton
0,2,"Brown, Mr. Thomas William Solomon",male,60,1,39,Southampton
0,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25,1,41.5792,Cherbourg
0,3,"Panula, Mr. Jaako Arnold",male,14,4,39.6875,Southampton
0,3,"Dakic, Mr. Branko",male,19,0,10.1708,Southampton
0,3,"Fischer, Mr. Eberhard Thelander",male,18,0,7.7958,Southampton
1,1,"Madill, Miss. Georgette Alexandra",female,15,0,211.3375,Southampton
1,1,"Dick, Mr. Albert Adrian",male,31,1,57,Southampton
1,3,"Karun, Miss. Manca",female,4,0,13.4167,Cherbourg
1,3,"Lam, Mr. Ali",male,25,0,56.4958,Southampton
0,3,"Saad, Mr. Khalil",male,14,0,7.225,Cherbourg
0,1,"Weir, Col. John",male,19,0,26.55,Southampton
0,2,"Chapman, Mr. Charles Henry",male,18,0,13.5,Southampton
0,3,"Kelly, Mr. James",male,15,0,8.05,Southampton
1,3,"Mullens, Miss. Katherine ""Katie""",female,31,0,7.7333,Queenstown
0,1,"Thayer, Mr. John Borland",male,4,1,110.8833,Cherbourg
0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,21,0,7.65,Southampton
1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,25,1,227.525,Cherbourg
1,1,"Silverthorne, Mr. Spencer Victor",male,60,0,26.2875,Southampton
0,3,"Barbara, Miss. Saiide",female,52,0,14.4542,Cherbourg
0,3,"Gallagher, Mr. Martin",male,44,0,7.7417,Queenstown
0,3,"Hansen, Mr. Henrik Juul",male,22,1,7.8542,Southampton
0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,49,0,26,Southampton
1,2,"Kelly, Mrs. Florence ""Fannie""",female,45,0,13.5,Southampton
1,1,"Calderhead, Mr. Edward Pennington",male,42,0,26.2875,Southampton
,1,"Cleaver, Miss. Alice",female,22,0,151.55,Southampton
1,3,"Moubarek, Master. Halim Gonios (""William George"")",male,25,1,15.2458,Cherbourg
1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24,0,49.5042,Cherbourg
0,1,"Klaber, Mr. Herman",male,27,0,26.55,Southampton
1,1,"Taylor, Mr. Elmer Zebley",male,48,1,52,Southampton
0,3,"Larsson, Mr. August Viktor",male,29,0,9.4833,Southampton
0,2,"Greenberg, Mr. Samuel",male,52,0,13,Southampton
0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19,0,7.65,Southampton
1,1,"Endres, Miss. Caroline Louise",female,38,0,227.525,Cherbourg
1,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27,0,10.5,Southampton
0,3,"McEvoy, Mr. Michael",male,6,0,15.5,Queenstown
0,3,"Johnson, Mr. Malkolm Joackim",male,17,0,7.775,Southampton
1,2,"Harper, Miss. Annie Jessie ""Nina""",female,34,0,33,Southampton
0,3,"Jensen, Mr. Svend Lauritz",male,50,1,7.0542,Southampton
0,2,"Gillespie, Mr. William Henry",male,27,0,13,Southampton
0,2,"Hodges, Mr. Henry Price",male,20,0,13,Southampton
1,1,"Chambers, Mr. Norman Campbell",male,27,1,53.1,Southampton
0,3,"Oreskovic, Mr. Luka",male,20,0,8.6625,Southampton
1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30,3,21,Southampton
1,3,"Mannion, Miss. Margareth",female,19,0,7.7375,Queenstown
0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25,1,26,Southampton
0,3,"Ilmakangas, Miss. Pieta Sofia",female,25,1,7.925,Southampton
1,1,"Allen, Miss. Elisabeth Walton",female,29,0,211.3375,Southampton
0,3,"Hassan, Mr. Houssein G N",male,11,0,18.7875,Cherbourg
0,2,"Knight, Mr. Robert J",male,22,0,0,Southampton
0,2,"Berriman, Mr. William John",male,23,0,13,Southampton
0,2,"Troupiansky, Mr. Moses Aaron",male,23,0,13,Southampton
0,3,"Williams, Mr. Leslie",male,28.5,0,16.1,Southampton
0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48,1,34.375,Southampton
1,1,"Lesurer, Mr. Gustave J",male,35,0,512.3292,Cherbourg
0,3,"Ivanoff, Mr. Kanio",male,54,0,7.8958,Southampton
0,3,"Nankoff, Mr. Minko",male,44,0,7.8958,Southampton
1,1,"Hawksford, Mr. Walter James",male,27,0,30,Southampton
0,1,"Cavendish, Mr. Tyrell William",male,36,1,78.85,Southampton
1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21,2,262.375,Cherbourg
0,3,"McNamee, Mr. Neal",male,24,1,16.1,Southampton
1,3,"Stranden, Mr. Juho",male,31,0,7.925,Southampton
0,1,"Crosby, Capt. Edward Gifford",male,70,1,71,Southampton
0,3,"Abbott, Mr. Rossmore Edward",male,16,1,20.25,Southampton
1,2,"Sinkkonen, Miss. Anna",female,30,0,13,Southampton
0,1,"Marvin, Mr. Daniel Warner",male,19,1,53.1,Southampton
0,3,"Connaghton, Mr. Michael",male,31,0,7.75,Queenstown
1,2,"Wells, Miss. Joan",female,4,1,23,Southampton
1,3,"Moor, Master. Meier",male,6,0,12.475,Southampton
0,3,"Vande Velde, Mr. Johannes Joseph",male,33,0,9.5,Southampton
0,3,"Jonkoff, Mr. Lalio",male,23,0,7.8958,Southampton
1,2,"Herman, Mrs. Samuel (Jane Laver)",female,48,1,65,Southampton
1,2,"Hamalainen, Master. Viljo",male,12,1,14.5,Southampton
0,3,"Carlsson, Mr. August Sigfrid",male,28,0,7.7958,Southampton
0,2,"Bailey, Mr. Percy Andrew",male,18,0,11.5,Southampton
0,3,"Theobald, Mr. Thomas Leonard",male,34,0,8.05,Southampton
1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33,0,86.5,Southampton
0,3,"Garfirth, Mr. John",male,46,0,14.5,Southampton
0,3,"Nirva, Mr. Iisakki Antino Aijo",male,41,0,7.125,Southampton
1,3,"Barah, Mr. Hanna Assi",male,20,0,7.2292,Cherbourg
1,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36,1,120,Southampton
0,3,"Eklund, Mr. Hans Linus",male,16,0,7.775,Southampton
1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51,1,77.9583,Southampton
0,1,"Brewe, Dr. Arthur Jackson",male,56,0,39.6,Cherbourg
0,3,"Mangan, Miss. Mary",female,36,0,7.75,Queenstown
0,3,"Moran, Mr. Daniel J",male,37,1,24.15,Queenstown
0,3,"Gronnestad, Mr. Daniel Danielsen",male,32,0,8.3625,Southampton
0,3,"Lievens, Mr. Rene Aime",male,24,0,9.5,Southampton
0,3,"Jensen, Mr. Niels Peder",male,48,0,7.8542,Southampton
0,2,"Mack, Mrs. (Mary)",female,57,0,10.5,Southampton
0,3,"Elias, Mr. Dibo",male,47,0,7.225,Cherbourg
1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,44,1,23,Southampton
0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18,0,7.75,Southampton
0,3,"Tobin, Mr. Roger",male,29,0,7.75,Queenstown
1,3,"Emanuel, Miss. Virginia Ethel",female,5,0,12.475,Southampton
0,3,"Kilgannon, Mr. Thomas J",male,28,0,7.7375,Queenstown
1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43,0,211.3375,Southampton
1,3,"Ayoub, Miss. Banoura",female,13,0,7.2292,Cherbourg
1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17,1,57,Southampton
0,1,"Long, Mr. Milton Clyde",male,29,0,30,Southampton
0,3,"Johnston, Mr. Andrew G",male,27,1,23.45,Southampton
0,3,"Ali, Mr. William",male,25,0,7.05,Southampton
0,3,"Harmer, Mr. Abraham (David Lishin)",male,25,0,7.25,Southampton
1,3,"Sjoblom, Miss. Anna Sofia",female,18,0,7.4958,Southampton
0,3,"Rice, Master. George Hugh",male,8,4,29.125,Queenstown
1,3,"Dean, Master. Bertram Vere",male,1,1,20.575,Southampton
0,1,"Guggenheim, Mr. Benjamin",male,46,0,79.2,Cherbourg
0,3,"Keane, Mr. Andrew ""Andy""",male,17,0,7.75,Queenstown
0,2,"Gaskell, Mr. Alfred",male,16,0,26,Southampton
0,3,"Sage, Miss. Stella Anna",female,21,8,69.55,Southampton
0,1,"Hoyt, Mr. William Fisher",male,24,0,30.6958,Cherbourg
0,3,"Dantcheff, Mr. Ristiu",male,25,0,7.8958,Southampton
0,2,"Otter, Mr. Richard",male,39,0,13,Southampton
1,1,"Leader, Dr. Alice (Farnham)",female,49,0,25.9292,Southampton
1,3,"Osman, Mrs. Mara",female,31,0,8.6833,Southampton
0,3,"Ibrahim Shawah, Mr. Yousseff",male,30,0,7.2292,Cherbourg
0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30,1,24.15,Southampton
0,2,"Ponesell, Mr. Martin",male,34,0,13,Southampton
1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31,1,26.25,Southampton
1,1,"Carter, Master. William Thornton II",male,11,1,120,Southampton
1,3,"Thomas, Master. Assad Alexander",male,0.42,0,8.5167,Cherbourg
1,3,"Hedman, Mr. Oskar Arvid",male,27,0,6.975,Southampton
0,3,"Johansson, Mr. Karl Johan",male,31,0,7.775,Southampton
0,1,"Andrews, Mr. Thomas Jr",male,39,0,0,Southampton
0,3,"Pettersson, Miss. Ellen Natalia",female,18,0,7.775,Southampton
0,2,"Meyer, Mr. August",male,39,0,13,Southampton
1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33,1,53.1,Southampton
0,3,"Alexander, Mr. William",male,26,0,7.8875,Southampton
0,3,"Lester, Mr. James",male,39,0,24.15,Southampton
0,2,"Slemen, Mr. Richard James",male,35,0,10.5,Southampton
0,3,"Andersson, Miss. Ebba Iris Alfrida",female,6,4,31.275,Southampton
0,3,"Tomlin, Mr. Ernest Portage",male,30.5,0,8.05,Southampton
0,1,"Fry, Mr. Richard",male,,0,0,Southampton
0,3,"Heininen, Miss. Wendla Maria",female,23,0,7.925,Southampton
0,2,"Mallet, Mr. Albert",male,31,1,37.0042,Cherbourg
0,3,"Holm, Mr. John Fredrik Alexander",male,43,0,6.45,Southampton
0,3,"Skoog, Master. Karl Thorsten",male,10,3,27.9,Southampton
1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52,1,93.5,Southampton
1,3,"Lulic, Mr. Nikola",male,27,0,8.6625,Southampton
0,1,"Reuchlin, Jonkheer. John George",male,38,0,0,Southampton
1,3,"Moor, Mrs. (Beila)",female,27,0,12.475,Southampton
0,3,"Panula, Master. Urho Abraham",male,2,4,39.6875,Southampton
0,3,"Flynn, Mr. John",male,12,0,6.95,Queenstown
0,3,"Lam, Mr. Len",male,4,0,56.4958,Southampton
1,2,"Mallet, Master. Andre",male,1,0,37.0042,Cherbourg
1,3,"McCormack, Mr. Thomas Joseph",male,38,0,7.75,Queenstown
1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62,0,80,
1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15,1,14.4542,Cherbourg
1,2,"Richards, Master. George Sibley",male,0.83,1,18.75,Southampton
0,3,"Saad, Mr. Amin",male,65,0,7.2292,Cherbourg
0,3,"Augustsson, Mr. Albert",male,23,0,7.8542,Southampton
0,3,"Allum, Mr. Owen George",male,18,0,8.3,Southampton
1,1,"Compton, Miss. Sara Rebecca",female,39,1,83.1583,Cherbourg
0,3,"Pasic, Mr. Jakob",male,21,0,8.6625,Southampton
0,3,"Sirota, Mr. Maurice",male,23,0,8.05,Southampton
1,3,"Chip, Mr. Chang",male,43,0,56.4958,Southampton
1,1,"Marechal, Mr. Pierre",male,17,0,29.7,Cherbourg
0,3,"Alhomaki, Mr. Ilmari Rudolf",male,20,0,7.925,Southampton
0,2,"Mudd, Mr. Thomas Charles",male,16,0,10.5,Southampton
1,1,"Serepeca, Miss. Augusta",female,30,0,31,Cherbourg
0,3,"Lemberopolous, Mr. Peter L",male,34.5,0,6.4375,Cherbourg
0,3,"Culumovic, Mr. Jeso",male,17,0,8.6625,Southampton
0,3,"Abbing, Mr. Anthony",male,42,0,7.55,Southampton
0,3,"Sage, Mr. Douglas Bullen",male,55,8,69.55,Southampton
0,3,"Markoff, Mr. Marin",male,35,0,7.8958,Cherbourg
0,2,"Harper, Rev. John",male,28,0,33,Southampton
1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,16,1,89.1042,Cherbourg
0,3,"Andersson, Master. Sigvard Harald Elias",male,44,4,31.275,Southampton
0,3,"Svensson, Mr. Johan",male,18,0,7.775,Southampton
0,3,"Boulos, Miss. Nourelain",female,45,1,15.2458,Cherbourg
1,1,"Lines, Miss. Mary Conover",female,51,0,39.4,Southampton
0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,24,1,26,Southampton
1,3,"Aks, Mrs. Sam (Leah Rosen)",female,28,0,9.35,Southampton
1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,41,1,164.8667,Southampton
1,1,"Daly, Mr. Peter Denis ",male,51,0,26.55,Southampton
1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24,0,19.2583,Cherbourg
0,3,"Razi, Mr. Raihed",male,28,0,7.2292,Cherbourg
0,3,"Hansen, Mr. Claus Peter",male,41,2,14.1083,Southampton
0,2,"Giles, Mr. Frederick Edward",male,21,1,11.5,Southampton
1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48,0,25.9292,Southampton
0,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,24,8,69.55,Southampton
0,2,"Gill, Mr. John William",male,24,0,13,Southampton
1,2,"Bystrom, Mrs. (Karolina)",female,42,0,13,Southampton
1,2,"Duran y More, Miss. Asuncion",female,27,1,13.8583,Cherbourg
0,1,"Roebling, Mr. Washington Augustus II",male,31,0,50.4958,Southampton
0,3,"van Melkebeke, Mr. Philemon",male,22,0,9.5,Southampton
1,3,"Johnson, Master. Harold Theodor",male,4,1,11.1333,Southampton
0,3,"Balkic, Mr. Cerin",male,26,0,7.8958,Southampton
1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47,1,52.5542,Southampton
0,1,"Carlsson, Mr. Frans Olof",male,33,0,5,Southampton
0,3,"Vander Cruyssen, Mr. Victor",male,47,0,9,Southampton
1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28,1,24,Cherbourg
1,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15,0,7.225,Cherbourg
0,3,"Gustafsson, Mr. Alfred Ossian",male,20,0,9.8458,Southampton
0,3,"Petroff, Mr. Nedelio",male,19,0,7.8958,Southampton
0,3,"Laleff, Mr. Kristo",male,11,0,7.8958,Southampton
1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56,0,83.1583,Cherbourg
1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25,0,26,Southampton
0,3,"Markun, Mr. Johann",male,33,0,7.8958,Southampton
0,3,"Dahlberg, Miss. Gerda Ulrika",female,22,0,10.5167,Southampton
0,2,"Banfield, Mr. Frederick James",male,28,0,10.5,Southampton
0,3,"Sutehall, Mr. Henry Jr",male,25,0,7.05,Southampton
0,3,"Rice, Mrs. William (Margaret Norton)",female,39,0,29.125,Queenstown
0,2,"Montvila, Rev. Juozas",male,27,0,13,Southampton
1,1,"Graham, Miss. Margaret Edith",female,19,0,30,Southampton
0,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,44,1,23.45,Southampton
1,1,"Behr, Mr. Karl Howell",male,26,0,30,Cherbourg
0,3,"Dooley, Mr. Patrick",male,32,0,7.75,Queenstown
0,3,"Kelly, Mr. James",male,34.5,0,7.8292,Queenstown
1,3,"Wilkes, Mrs. James (Ellen Needs)",female,47,1,7,Southampton
0,2,"Myles, Mr. Thomas Francis",male,62,0,9.6875,Queenstown
0,3,"Wirz, Mr. Albert",male,27,0,8.6625,Southampton
1,3,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",female,22,1,12.2875,Southampton
1,3,"Svensson, Mr. Johan Cervin",male,14,0,9.225,Southampton
0,3,"Connolly, Miss. Kate",female,30,0,7.6292,Queenstown
1,2,"Caldwell, Mr. Albert Francis",male,26,1,29,Southampton
1,3,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",female,18,0,7.2292,Cherbourg
0,3,"Davies, Mr. John Samuel",male,21,2,24.15,Southampton
0,3,"Ylieff, Mr. Ylio",male,43,0,7.8958,Southampton
0,1,"Jones, Mr. Charles Cresson",male,46,0,26,Southampton
1,1,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)",female,23,1,82.2667,Southampton
0,2,"Howard, Mr. Benjamin",male,63,1,26,Southampton
0,1,"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)",female,47,1,61.175,Southampton
0,2,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",female,24,1,27.7208,Cherbourg
0,2,"Keane, Mr. Daniel",male,35,0,12.35,Queenstown
0,3,"Assaf, Mr. Gerios",male,21,0,7.225,Cherbourg
0,3,"Ilmakangas, Miss. Ida Livija",female,27,1,7.925,Southampton
1,3,"Assaf Khalil, Mrs. Mariana (Miriam"")""",female,45,0,7.225,Cherbourg
0,1,"Rothschild, Mr. Martin",male,55,1,59.4,Cherbourg
1,3,"Olsen, Master. Artur Karl",male,9,0,3.1708,Southampton
1,1,"Flegenheim, Mrs. Alfred (Antoinette)",female,23,0,31.6833,Southampton
1,1,"Williams, Mr. Richard Norris II",male,21,0,61.3792,Cherbourg
0,1,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",female,48,1,262.375,Cherbourg
0,3,"Robins, Mr. Alexander A",male,50,1,14.5,Southampton
1,1,"Ostby, Miss. Helene Ragnhild",female,22,0,61.9792,Cherbourg
3,"Daher, Mr. Shedid",male,22.5,0,0,,
0,1,"Brady, Mr. John Bertram",male,41,0,30.5,Southampton
3,"Samaan, Mr. Elias",male,,2,0,,
0,2,"Louch, Mr. Charles Alexander",male,50,1,26,Southampton
0,2,"Jefferys, Mr. Clifford Thomas",male,24,2,31.5,Southampton
0,3,"Dean, Mrs. Bertram (Eva Georgetta Light)",female,33,1,20.575,Southampton
0,3,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",female,55,1,23.45,Southampton
1,1,"Mock, Mr. Philipp Edmund",male,30,1,57.75,Cherbourg
0,3,"Katavelo‚s, Mr. Vassilios (Catavelas Vassilios"")""",male,18.5,0,7.2292,Cherbourg
1,3,"Roth, Miss. Sarah A",female,34,0,8.05,Southampton
0,3,"Cacic, Miss. Manda",female,21,0,8.6625,Southampton
1,3,"Sap, Mr. Julius",male,25,0,9.5,Southampton
0,3,"Lee, Mr. Ling",male,28,0,56.4958,Southampton
1,3,"Karun, Mr. Franz",male,39,0,13.4167,Cherbourg
0,1,"Franklin, Mr. Thomas Parham",male,23,0,26.55,Southampton
0,3,"Goldsmith, Mr. Nathan",male,41,0,7.85,Southampton
0,2,"Corbett, Mrs. Walter H (Irene Colvin)",female,30,0,13,Southampton
1,1,"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)",female,45,1,52.5542,Southampton
0,3,"Peltomäki, Mr. Nikolai Johannes",male,25,0,7.925,Southampton
1,1,"Chevré, Mr. Paul Romaine",male,45,0,29.7,Cherbourg
0,3,"Shaughnessy, Mr. Patrick",male,54,0,7.75,Queenstown
1,1,"Bucknell, Mrs. William Robert (Emma Eliza Ward)",female,60,0,76.2917,Cherbourg
1,3,"Coutts, Mrs. William (Winnie Minnie"" Treanor)""",female,36,0,15.9,Southampton
0,1,"Smith, Mr. Lucien Philip",male,24,1,60,Southampton
0,2,"Pulbaum, Mr. Franz",male,27,0,15.0333,Cherbourg
1,2,"Hocking, Miss. Ellen Nellie""""",female,20,2,23,Southampton
0,1,"Fortune, Miss. Ethel Flora",female,28,3,263,Southampton
0,2,"Mangiavacchi, Mr. Serafino Emilio",male,22,0,15.5792,Cherbourg
0,3,"Rice, Master. Albert",male,10,4,29.125,Queenstown
0,3,"Cor, Mr. Bartol",male,35,0,7.8958,Southampton
1,3,"Abelseth, Mr. Olaus Jorgensen",male,25,0,7.65,Southampton
0,3,"Davison, Mr. Thomas Henry",male,54,1,16.1,Southampton
